Mean,Median,Mode,Std Dev,Num Smoke Regions,Avg Smoke Area,Avg Red,Avg Green,Avg Blue,Label,Is_Smoke
190.08393229166666,186.0,163,30.729297945859667,1,532321.0,198.6020562065972,190.67922417534723,185.5699631076389,1,0
189.89540690104167,186.0,163,30.776485018902328,1,515116.5,198.35799479166667,190.48783311631945,185.40587999131944,1,0
191.22454969618056,188.0,163,28.920623145125145,2,257517.5,200.0437478298611,191.86096462673612,186.51655164930557,1,0
192.25661241319443,189.0,163,27.389250886650665,1,518645.5,201.36282009548611,192.88786783854167,187.436513671875,1,0
188.41073567708332,186.0,163,31.82085049520665,2,259623.75,196.45794053819444,188.85584092881945,184.35693467881944,1,0
187.6079806857639,185.0,163,33.93859169102503,3,167256.0,195.1830544704861,188.06716796875,183.73213433159722,1,0
187.48176866319446,185.0,163,34.10388896746475,2,253584.75,195.17840386284723,187.94290147569444,183.551474609375,1,0
187.65124457465276,185.0,163,33.671354395828374,1,508183.5,195.50307291666667,188.12999565972223,183.61599934895833,1,0
188.06987630208334,185.0,163,33.10369863619709,3,172125.0,196.12364583333334,188.55834852430556,183.94491427951388,1,0
188.63923177083333,185.0,163,32.49989149848498,3,170534.66666666666,196.81790907118057,189.15465277777778,184.41428819444445,1,0
189.27751844618055,185.0,163,31.899473798285694,1,522403.5,197.5792599826389,189.8025434027778,184.98649739583334,1,0
189.81034613715278,186.0,163,31.482445545882545,1,518020.5,198.2028103298611,190.33922417534723,185.4689529079861,1,0
189.91225802951388,186.0,163,31.30485591438768,1,517292.0,198.29358940972222,190.462763671875,185.52187391493055,1,0
189.76187282986112,186.0,163,31.348195636584762,1,518278.0,198.16183810763889,190.312607421875,185.36810655381944,1,0
189.66584852430555,186.0,163,31.40360703909022,2,259366.0,198.0784548611111,190.21503363715277,185.27328016493055,1,0
189.59540473090277,186.0,163,31.456260857833556,2,259505.25,198.00304144965278,190.1492111545139,185.19881944444444,1,0
189.59752495659723,186.0,163,31.440825435630863,2,259693.0,198.02028211805555,190.1497873263889,185.20315538194444,1,0
189.57207139756943,185.0,163,31.45548377935894,3,173125.0,197.99114474826388,190.1259255642361,185.17612087673612,1,0
189.59088650173612,186.0,163,31.44926958376196,2,259515.5,198.01571180555555,190.14327256944443,185.19640516493055,1,0
189.57118272569446,186.0,163,31.467235637987745,1,519091.0,197.9931987847222,190.12495442708334,185.17514973958333,1,0
189.61523871527777,186.0,163,31.44077430049855,1,519282.0,198.03781358506944,190.16944661458334,185.22020724826388,1,0
189.78710828993056,186.0,163,31.38889818188763,1,517486.5,198.20944552951389,190.3407638888889,185.39142035590277,1,0
190.00993272569445,186.0,163,31.30998532878731,1,529123.0,198.4311642795139,190.5639995659722,185.61806315104167,1,0
190.31223307291665,186.0,163,31.21804177827275,3,175074.83333333334,198.7375314670139,190.86050564236112,185.93016927083335,1,0
190.16435546875,186.0,163,31.248625474582486,4,131840.125,198.58123155381944,190.7182497829861,185.7747515190972,1,0
189.88847764756943,186.0,163,31.34062513578919,1,516643.0,198.33040907118055,190.43768880208333,185.50211263020833,1,0
189.65398328993055,186.0,163,31.442343861377708,1,519449.0,198.08597330729165,190.20898111979167,185.25765733506944,1,0
189.5758279079861,186.0,163,31.47383087703636,1,519436.5,198.0077658420139,190.13067816840277,185.17678602430556,1,0
189.5911642795139,186.0,163,31.465878590356088,1,519569.5,198.03025390625,190.14490342881945,185.1945388454861,1,0
189.5667437065972,186.0,163,31.483885120393854,1,519182.5,198.00203233506946,190.12286241319444,185.16664930555555,1,0
189.56461588541666,186.0,163,31.486842113223197,1,519652.0,197.99851888020834,190.12091796875,185.16549045138888,1,0
189.57844292534722,186.0,163,31.47836867380063,1,519676.5,198.01136827256946,190.1347894965278,185.17835611979166,1,0
189.55728298611112,186.0,163,31.491358698102527,1,519523.5,197.98635525173611,190.11482855902779,185.15514214409723,1,0
189.55897026909722,186.0,163,31.487281195874264,2,259852.5,197.98725694444445,190.116171875,185.15603190104167,1,0
189.55833333333334,185.0,163,31.492797450093875,1,519944.0,197.98449761284724,190.1161176215278,185.1528667534722,1,0
189.57309027777777,186.0,163,31.487081005143814,1,519708.0,198.00485568576389,190.12936306423612,185.17028971354168,1,0
189.62573133680556,186.0,163,31.487504118130392,1,519512.5,198.04685546875,190.18332465277777,185.2218825954861,1,0
189.96942165798612,186.0,163,31.475565700856876,1,517348.5,198.38950846354166,190.52070855034722,185.57631401909723,1,0
190.38044596354166,186.0,163,31.542438849680575,2,264318.75,198.76556206597223,190.93629448784722,185.99223741319443,1,0
190.88000868055556,186.0,163,31.63716945945346,1,526492.5,199.25277777777777,191.4322873263889,186.50110134548612,1,0
190.44357096354167,186.0,163,31.546799887230332,1,527985.5,198.84033203125,191.00014865451388,186.05611219618055,1,0
190.01740559895833,186.0,163,31.46173101472159,3,176747.0,198.424130859375,190.57237630208334,185.62565755208334,1,0
189.72508897569443,186.0,163,31.4687556047369,2,259439.0,198.14290364583334,190.27987630208332,185.33182074652777,1,0
189.59693359375,186.0,163,31.509592663715345,2,259515.5,198.02168294270834,190.15164822048612,185.20110568576388,1,0
189.5990679253472,186.0,163,31.50454320258915,1,519641.5,198.02963758680556,190.15248155381946,185.20441840277778,1,0
189.58874891493056,186.0,163,31.51332691687253,1,518939.0,198.01496961805555,190.1427810329861,185.1920703125,1,0
189.58043077256946,186.0,163,31.513283823913344,2,259819.0,198.00957356770834,190.1360275607639,185.18316623263888,1,0
189.59456922743055,186.0,163,31.509956673966574,2,259657.0,198.02560112847223,190.1486599392361,185.20065646701389,1,0
189.56643337673611,185.0,163,31.52115596291481,3,173012.66666666666,197.9932573784722,190.1220290798611,185.17020290798612,1,0
189.56469618055556,185.0,163,31.517252263994667,3,173127.16666666666,197.99741644965277,190.12048936631945,185.16817925347223,1,0
189.5618435329861,185.0,163,31.51761018488421,1,519205.5,197.99944552951388,190.11724283854167,185.16654405381945,1,0
189.5619585503472,186.0,163,31.518465468330092,2,259710.25,197.99868055555555,190.11766276041666,185.16497178819444,1,0
189.553955078125,185.0,163,31.50878892289799,1,519299.0,198.003232421875,190.1039398871528,185.16678059895833,1,0
189.22097873263888,185.0,161,31.597229394028957,5,104451.8,197.63296657986112,189.77750434027777,184.81564344618056,1,0
189.46866102430556,185.0,163,31.468860732794113,2,259789.25,197.88518012152778,190.0232280815972,185.08232313368055,1,0
189.45289605034722,185.0,163,31.47510995759867,4,129833.625,197.85867513020833,190.00842556423612,185.06323676215277,1,0
189.47314887152777,185.0,163,31.463710694208405,5,103848.9,197.88501736111112,190.02720703125,185.08880425347223,1,0
189.45973958333335,185.0,163,31.47521136250125,1,519313.5,197.86763563368055,190.01502821180554,185.07225151909722,1,0
189.47038519965278,185.0,163,31.4667645248918,4,129773.875,197.88712999131945,190.02556532118055,185.08796440972222,1,0
189.45158094618054,185.0,163,31.478979210859546,4,129765.0,197.857578125,190.007900390625,185.0677560763889,1,0
189.461123046875,185.0,163,31.46936484072007,4,129816.0,197.87064236111112,190.01640733506943,185.0807345920139,1,0
189.45418619791667,185.0,163,31.476301843527374,3,173100.66666666666,197.86009114583334,190.01003689236111,185.07096028645833,1,0
189.4561306423611,185.0,163,31.476301855803435,4,129897.625,197.86283203125,190.01244900173612,185.07280598958334,1,0
189.46882378472222,185.0,163,31.468605529104387,2,259832.75,197.8846896701389,190.024345703125,185.09017144097223,1,0
189.4477300347222,185.0,163,31.480138587522426,3,173290.0,197.85489691840277,190.00571180555556,185.06289388020832,1,0
189.4606076388889,185.0,163,31.474713242155424,1,519710.0,197.87607313368056,190.017587890625,185.0785568576389,1,0
189.45207573784722,185.0,163,31.482552268872983,2,259884.25,197.85888888888888,190.01055881076388,185.06618489583335,1,0
189.4614431423611,185.0,163,31.471170771956004,1,519523.0,197.87087022569443,190.0200434027778,185.07517469618057,1,0
189.459677734375,185.0,163,31.47259888991896,1,519595.5,197.86405598958333,190.01780707465278,185.07559244791668,1,0
189.45174262152779,185.0,163,31.47908862431986,1,519732.5,197.85681098090276,190.01035698784722,185.06659613715277,1,0
189.46888780381946,186.0,163,31.466198484224464,3,173185.5,197.880712890625,190.02662217881945,185.08700954861112,1,0
189.44907660590277,185.0,163,31.47865555153585,1,520082.0,197.85675672743056,190.00744900173612,185.06578450520834,1,0
189.44860568576388,185.0,163,31.47504732775134,1,520207.0,197.85638454861112,190.008603515625,185.06418077256944,1,0
189.46494791666666,186.0,163,31.472471879329778,1,519871.0,197.87754557291666,190.02494574652778,185.08224717881944,1,0
189.43768446180556,185.0,163,31.48016507934806,2,259872.5,197.848388671875,189.99754774305555,185.05282986111112,1,0
189.462958984375,185.0,163,31.4675447249816,1,519537.5,197.8795822482639,190.0225542534722,185.08042317708333,1,0
189.4319607204861,185.0,163,31.48200278140934,2,259633.75,197.84375651041665,189.99206597222224,185.04756184895834,1,0
189.4338595920139,185.0,163,31.479240197000614,1,519685.0,197.84935763888888,189.99371202256944,185.05100260416665,1,0
189.43520724826388,185.0,163,31.482346537054436,2,259738.5,197.85147026909723,189.99422309027779,185.05375868055555,1,0
189.45826714409722,186.0,163,31.47085700135902,1,519664.5,197.876513671875,190.01735894097223,185.0766427951389,1,0
189.450126953125,185.0,163,31.472536868122127,1,519963.0,197.86642361111112,190.00912326388888,185.069345703125,1,0
189.466376953125,186.0,163,31.480230343452536,1,518836.0,197.88380208333334,190.02584852430556,185.08414171006945,1,0
189.66521050347222,186.0,163,31.443221525185738,1,515056.5,198.08779622395832,190.22045138888888,185.28747829861112,1,0
189.87650390625,186.0,163,31.410596444947178,1,513228.5,198.2785112847222,190.43302842881945,185.50270616319443,1,0
190.17658854166666,186.0,163,31.360074112549395,1,525383.0,198.57629557291668,190.73164496527778,185.8123025173611,1,0
190.06396918402777,186.0,163,31.36064663037801,2,263318.0,198.46662543402778,190.62032335069443,185.69568901909722,1,0
189.8085373263889,186.0,163,31.389819880518903,1,514780.5,198.22797309027777,190.36522352430555,185.43617838541667,1,0
189.549873046875,186.0,163,31.466211066705714,2,258678.25,197.97195963541665,190.1105099826389,185.17267686631945,1,0
189.48263888888889,186.0,163,31.469718038980456,1,519872.5,197.91187174479165,190.042783203125,185.10298177083334,1,0
189.4469411892361,185.0,163,31.48491101827306,2,260035.5,197.8696408420139,190.007607421875,185.06371419270835,1,0
189.45346788194445,185.0,163,31.473370483723844,2,260104.25,197.8763498263889,190.0142599826389,185.0674761284722,1,0
189.44875542534723,185.0,163,31.474787120074144,1,519909.0,197.87173177083332,190.0088986545139,185.06617296006945,1,0
189.43778211805557,185.0,163,31.481012251949405,1,520203.5,197.86191514756945,189.998271484375,185.05442816840278,1,0
189.4578927951389,185.0,163,31.470964351430244,1,520464.5,197.88720811631944,190.01862955729166,185.07308810763888,1,0
189.44013129340277,185.0,163,31.480150663395076,1,520247.5,197.86617296006943,190.0024240451389,185.0514572482639,1,0
189.45913194444444,185.0,163,31.47126929025163,1,520070.0,197.89176432291666,190.02099500868056,185.07173394097222,1,0
189.43046983506943,185.0,163,31.482309788493357,1,520302.0,197.8562065972222,189.99259440104166,185.0414691840278,1,0
189.494091796875,185.0,163,31.449773390966367,2,260180.0,197.92376736111112,190.05545681423612,185.10485785590276,1,0
189.841689453125,186.0,163,31.402150016541434,4,129511.875,198.27528645833334,190.39129231770832,185.47188368055555,1,0
190.23076497395834,186.0,163,31.449921224906678,2,265097.0,198.63187608506945,190.78476019965277,185.86282009548611,1,0
190.77727864583332,186.0,163,31.53187444691321,2,263565.75,199.16510091145832,191.32793619791667,186.41908528645834,1,0
190.3431174045139,186.0,163,31.465289335871717,2,264530.25,198.7411642795139,190.89882921006944,185.9744704861111,1,0
189.93098090277778,186.0,163,31.40515189196311,3,172512.33333333334,198.34631401909724,190.48347222222222,185.55959526909723,1,0
189.62029405381944,185.0,163,31.435634468069203,1,519888.5,198.04379123263888,190.17694227430556,185.2432443576389,1,0
189.4776681857639,185.0,163,31.48398151444443,1,519950.5,197.90922960069443,190.03590928819443,185.09368381076388,1,0
189.48843098958332,185.0,163,31.479820073932515,1,519826.0,197.92223849826388,190.044658203125,185.10583658854168,1,0
189.45988823784722,185.0,163,31.487687863142252,1,520041.0,197.88556749131945,190.01819986979166,185.07533637152778,1,0
189.46655490451388,185.0,163,31.472488349646643,1,520323.5,197.90258355034723,190.02308159722222,185.08433919270834,1,0
189.45289388020834,185.0,163,31.47721658320471,1,520151.0,197.88576822916667,190.01070203993055,185.06859049479166,1,0
189.46543511284722,185.0,163,31.465842490494857,1,519894.5,197.9035861545139,190.021953125,185.08317057291666,1,0
189.44131401909723,185.0,163,31.47488492500729,1,520172.0,197.8726095920139,189.9986208767361,185.05704210069445,1,0
189.44346354166666,185.0,163,31.45490855088997,1,519812.5,197.873427734375,190.00128580729168,185.05749131944444,1,0
